"FAWN Station","Period","10m T avg (F)","10m T min (F)","10m T max (F)","Tsoil avg-10cm  (F)","Tsoil min(avg)-10cm  (F)","Tsoil max(avg)-10cm  (F)","2m DewPt avg (F)","RelHum avg 2m  (pct)","2m Rain tot (in)","2m Rain max over 15min (in)","SolRad avg2m  (w/m^2)","BP avg (mb)","N (# obs)"
"Live Oak","9 Jun 2024","82.85","71.85","94.28","92.43","87.01","97.84","66.82","63","0","0","286.82","1006","96"
"Live Oak","10 Jun 2024","82.25","72.12","92.88","92.69","87.96","97.41","69.33","68","0","0","270.78","1004","96"
"Live Oak","11 Jun 2024","83.04","74.75","91.08","92.48","88.47","96.62","73.49","74","0.02","0.02","233.62","1005","96"
"Live Oak","12 Jun 2024","80.41","73.17","92.05","92.29","88.65","95.77","73.57","80","0","0","214.31","1007","96"
"Live Oak","13 Jun 2024","82.35","73.47","92.03","91.91","87.66","96.69","71.86","72","0","0","266.15","1007","96"
"Live Oak","14 Jun 2024","81.8","72.23","91.78","92.46","88.11","96.87","72","73","0","0","270.37","1007","96"
"Live Oak","15 Jun 2024","83.52","70.54","95.41","92.87","88.03","97.74","69.73","68","0","0","281","1009","96"
"Live Oak","16 Jun 2024","81.14","71.38","93.58","92.88","88.99","96.42","73.01","78","0","0","221.65","1011","96"
"Live Oak","17 Jun 2024","81.31","72.5","90.16","91.42","88.07","94.39","70.38","71","0","0","232.67","1012","96"
"Live Oak","18 Jun 2024","79.73","72.64","87.75","90","87.06","92.7","70.2","74","0","0","206.61","1012","96"
"Live Oak","19 Jun 2024","79.81","74.26","89.19","89.76","86.97","92.8","69.19","71","0","0","220.49","1014","96"
"Live Oak","20 Jun 2024","80.35","72.93","88.88","89.39","86.14","93.07","69.79","71","0","0","236.86","1015","96"
"Live Oak","21 Jun 2024","80.36","68.2","91.02","89.35","85.12","93.79","70.62","73","0","0","236.58","1014","96"
"Live Oak","22 Jun 2024","84.9","73.63","94.33","91.69","87.51","96.3","73.61","71","0","0","246.43","1011","96"
"Live Oak","23 Jun 2024","83.7","76.91","96.46","92.84","89.13","96.64","73.88","74","0","0","225.11","1009","96"
"Live Oak","24 Jun 2024","82.45","76.14","94.57","92.36","88.65","96.62","75.13","80","0.04","0.01","230.89","1008","96"
"Live Oak","25 Jun 2024","83.35","75.02","95.22","91.72","87.35","96.75","75.96","80","0.02","0.01","252.01","1008","96"
"Live Oak","26 Jun 2024","81.07","75.92","92.05","89.72","85.33","94.08","76.89","88","1.08","0.39","153.54","1007","96"
"Live Oak","27 Jun 2024","79.96","76.28","87.84","84.93","82.09","87.91","75.98","88","0.01","0.01","168.51","1006","96"
"Live Oak","28 Jun 2024","78.59","75.76","88.41","83.28","80.98","87.64","75.64","91","1.24","0.57","125.66","1009","96"
"Live Oak","29 Jun 2024","81.34","73.83","91.83","84.43","79.38","91.62","76.2","85","0.01","0.01","227.47","1014","96"
"Live Oak","30 Jun 2024","80.1","73.92","88.65","85.73","81.57","90.81","75.8","87","0.25","0.17","206.97","1013","96"
"Live Oak","1 Jul 2024","80.1","75.83","93.04","85.07","81.72","90.64","77.06","90","0.61","0.28","155.19","1009","96"
"Live Oak","2 Jul 2024","81.64","76.42","92.57","86.24","81.59","92.89","76.77","86","0.53","0.18","257.71","1011","96"
"Live Oak","3 Jul 2024","81.03","76.08","92.71","86.09","82.29","91.2","77.11","88","0.83","0.66","191.58","1013","96"
"Live Oak","4 Jul 2024","82.16","75.7","91.63","86.69","82.13","92.39","77.37","86","0.03","0.01","232.2","1010","96"
"Live Oak","5 Jul 2024","83.25","76.06","92.26","87.65","83.28","91.99","77.6","84","0.05","0.04","201.12","1008","96"
"Live Oak","6 Jul 2024","83.91","76.19","94.21","89.08","83.37","96.48","76.9","81","0.3","0.1","239.35","1008","96"
"Live Oak","7 Jul 2024","82.46","77.11","95.61","89.4","84.61","95.4","77.07","85","0","0","222.44","1009","96"
"Live Oak","8 Jul 2024","81.64","72.66","94.41","88.14","83.66","98.29","75.95","84","2.79","1.18","228.87","1011","96"
"Live Oak","9 Jul 2024","79.12","73.62","87.55","84.36","81.34","87.46","76.4","91","0.86","0.51","150.48","1011","96"
"Live Oak","10 Jul 2024","78.25","73.18","87.12","83.72","81.75","86.68","75.79","92","0.73","0.51","121.21","1010","96"
"Live Oak","11 Jul 2024","82.06","75.47","89.24","84.78","80.04","90.95","72.65","76","0","0","269.55","1009","96"
"Live Oak","12 Jul 2024","83.35","73.36","92.71","86.89","81.07","93.29","71.3","71","0","0","235.29","1012","96"
"Live Oak","13 Jul 2024","85.34","74.91","95.58","90.15","83.32","97.84","72.09","69","0","0","280.41","1015","96"
"Live Oak","14 Jul 2024","84.19","76.01","95.36","92.44","86.47","98.98","74.81","76","0","0","247.17","1014","96"
"Live Oak","15 Jul 2024","81.86","76.03","91.81","92.21","88.12","95.88","75.51","82","0","0","179","1012","96"
"Live Oak","16 Jul 2024","80.9","75.24","89.35","89.48","86.31","93.13","74.95","82","0","0","162.41","1012","96"
"Live Oak","17 Jul 2024","79.71","75.11","86.18","87.81","85.75","91","74.92","86","0.33","0.24","171.96","1012","96"
"Live Oak","18 Jul 2024","79.08","72.73","86.9","85.2","81.28","88.59","74.49","87","0.02","0.01","173.79","1012","96"
"Live Oak","19 Jul 2024","78.7","73.81","90.1","85.35","81.25","91.11","74.12","87","0","0","162.51","1012","96"
"Live Oak","20 Jul 2024","79.39","73.87","90.68","86.42","81.28","93.2","74.32","85","0.23","0.11","194.82","1013","96"
"Live Oak","21 Jul 2024","79.45","72.09","90","85.28","80.89","90.19","75","87","0.01","0.01","188.89","1012","96"
"Live Oak","22 Jul 2024","81.87","74.08","91.18","86.89","81.19","93.15","75.16","82","0","0","216.72","1012","96"
"Live Oak","23 Jul 2024","82.37","72.59","94.01","89.57","82.92","97.81","74.84","80","0","0","253.32","1013","96"
"Live Oak","24 Jul 2024","78.98","72.46","92.03","90.12","85.21","97.3","74.34","86","0.14","0.03","202.77","1016","96"
"Live Oak","25 Jul 2024","77.81","73.44","86.67","86.18","83.25","89.02","75.46","92","0.12","0.03","129.07","1015","96"
"Live Oak","26 Jul 2024","80.83","74.07","89.53","87.46","81.9","94.59","75.53","84","0","0","236.99","1012","96"
"Live Oak","27 Jul 2024","79.61","72.95","92.98","88.67","83.68","96.8","74.49","85","0.78","0.64","198.53","1011","96"
"Live Oak","28 Jul 2024","77.44","74.66","86.5","85.2","82.78","87.89","75.65","94","0.75","0.37","143.03","1013","96"
"Live Oak","29 Jul 2024","80.47","73.4","89.11","85.1","80.53","90.39","76.22","88","0.01","0.01","198.55","1013","96"
"Live Oak","30 Jul 2024","79.63","72.77","92.3","85.85","81.19","93.07","74.85","86","0.83","0.64","187.11","1012","96"
"Live Oak","31 Jul 2024","81.32","73.89","92.59","86.28","80.98","92.88","75.47","84","0.11","0.03","241.64","1013","96"
"Live Oak","1 Aug 2024","83.31","73.36","94.15","87.91","81.95","94.73","76.11","80","0.01","0.01","243.77","1014","96"
"Live Oak","2 Aug 2024","79.27","73.6","91.42","87.59","83.97","93.29","75.72","89","0.81","0.45","140.2","1012","96"
"Live Oak","3 Aug 2024","80.2","70.48","91.71","85.12","79.54","91.69","73.76","82","0.01","0.01","235.98","1009","96"
"Live Oak","4 Aug 2024","78.74","73.81","86.43","84.29","81.91","87.46","75.47","90","1.02","0.45","100.05","1008","96"
"Live Oak","5 Aug 2024","75.31","73.71","77.05","77.15","75.69","81.79","73.78","96","9.27","0.35","12.86","995","96"
"Live Oak","6 Aug 2024","79.61","72.95","88.59","77.38","74.97","81.63","73.47","83","0.12","0.02","148.11","1002","96"
"Live Oak","7 Aug 2024","83.45","78.04","90.34","83.56","77.56","91.51","75.74","78","0","0","263.15","1000","96"
"Live Oak","8 Aug 2024","85.63","77.95","94.14","88.2","81.88","95.54","76.69","76","0","0","244.38","1001","96"
"Live Oak","9 Aug 2024","85.22","81.18","91.65","90.18","85.55","95.52","79.53","83","0.01","0.01","226.66","1006","96"
"Live Oak","10 Aug 2024","84.24","77.77","92.28","91.12","85.06","98.24","77.26","80","0","0","255.41","1010","96"
"Live Oak","11 Aug 2024","84.27","78.46","93.33","92.41","86.63","99.27","77.5","81","0","0","230.15","1011","96"
"Live Oak","12 Aug 2024","83.07","78.78","90.5","91.41","87.24","94.93","78.01","85","0","0","167.32","1011","96"
"Live Oak","13 Aug 2024","85.09","77.16","93.63","91.68","85.37","98.89","75.69","76","0","0","241.38","1010","96"
"Live Oak","14 Aug 2024","84.09","76.05","94.41","93.4","87.48","99.95","75.71","78","0","0","235.83","1010","96"
"Live Oak","15 Aug 2024","80.55","76.15","88.61","92.55","87.75","97.79","75.09","83","0","0","220.83","1010","96"
"Live Oak","16 Aug 2024","79.56","71.74","88.61","91.42","85.51","97.84","68.69","73","0","0","262.88","1012","96"
"Live Oak","17 Aug 2024","79.95","69.08","90.07","91.36","84.72","98.56","69.26","74","0","0","248.83","1011","96"
"Live Oak","18 Aug 2024","81.97","71.71","92.41","92.34","86.9","98.24","72.64","75","0","0","230.23","1008","96"
"Live Oak","19 Aug 2024","81.39","75.02","91.65","92.19","87.53","97.56","74.32","80","0","0","218.52","1006","96"
"Live Oak","20 Aug 2024","82.67","74.14","92.39","91.63","86.09","97.84","72.38","75","0","0","227.85","1007","96"
"Live Oak","21 Aug 2024","80.42","71.8","90.66","92.01","86.54","98.02","72.46","78","0","0","228.44","1009","96"
"Live Oak","22 Aug 2024","79.22","73.98","87.39","91.7","87.44","96.17","72.71","80","0","0","203.01","1012","96"
"Live Oak","23 Aug 2024","76.21","69.78","83.52","88.74","85.12","92.21","70.49","82","0.05","0.02","156.14","1014","96"
"Live Oak","24 Aug 2024","78.34","73.51","86.36","87.66","83.88","92.66","72.59","82","0","0","176.49","1014","96"
"Live Oak","25 Aug 2024","78.47","73.8","86.45","88.05","84.79","92.21","73.9","86","0.1","0.07","175.95","1014","96"
"Live Oak","26 Aug 2024","80.14","74.39","91.89","87.94","82.62","95.67","75.05","85","0.39","0.12","207.85","1014","96"
"Live Oak","27 Aug 2024","78.98","73.78","92.77","86.82","82.92","92.57","75.33","89","0.03","0.02","199.16","1013","96"
"Live Oak","28 Aug 2024","81.68","73.98","92.14","87.11","81.55","94.08","75.15","82","0.01","0.01","215.86","1013","96"
"Live Oak","29 Aug 2024","80.97","73.26","92.37","89.45","82.92","97.18","73.44","80","0","0","244.43","1014","96"
"Live Oak","30 Aug 2024","80.84","71.89","92.08","89.79","83.55","96.58","73.23","80","0","0","219.64","1013","96"
"Live Oak","31 Aug 2024","81.74","72.91","91.89","90.53","84.67","96.82","73.11","78","0","0","220.18","1011","96"
"Live Oak","1 Sep 2024","81.94","73.27","91.92","91.01","85.12","97.57","73.57","78","0","0","223.64","1009","96"
"Live Oak","2 Sep 2024","81.97","72.41","92.57","92.13","86.18","99","73.72","79","0","0","241.12","1008","96"
"Live Oak","3 Sep 2024","79.02","72.86","86.16","91.36","87.21","95.54","73.63","84","0","0","199.54","1011","96"
"Live Oak","4 Sep 2024","76.91","73.26","81.25","88.35","85.91","91.29","71.56","83","0.02","0.02","104.44","1014","96"
"Live Oak","5 Sep 2024","77","75.09","81.55","85.19","82.92","87.71","73.73","89","0","0","93.96","1012","96"
"Live Oak","6 Sep 2024","76.85","73.83","82.56","84.53","82.26","87.44","74.35","92","0","0","87.49","1009","96"
"Live Oak","7 Sep 2024","76.92","73.51","80.8","84.47","82.35","86.86","74.55","92","0.02","0.01","80.94","1006","96"
"Live Oak","8 Sep 2024","76.65","74.23","82.22","82.9","81.34","85.03","74.83","94","0.28","0.05","79.23","1008","96"
"Live Oak","9 Sep 2024","74.56","71.67","78.85","80.36","78.91","81.99","72.72","94","0.07","0.02","67.51","1011","96"
"Live Oak","10 Sep 2024","76.37","70.95","82.47","79.79","76.6","83.12","72.1","86","0.01","0.01","131.23","1011","96"
"Live Oak","11 Sep 2024","76.61","74.32","80.69","79.85","78.37","81.75","73.92","91","0.1","0.02","68.35","1008","96"
"Live Oak","12 Sep 2024","74.71","71.37","77.54","78.31","76.96","79.45","73.1","95","0.25","0.03","37.37","1007","96"
"Live Oak","13 Sep 2024","74.8","71.04","78.44","77.35","75.87","79.59","73.73","97","0.23","0.03","42.77","1008","96"
"Live Oak","14 Sep 2024","77.43","72.88","84.43","79.43","76.64","83.84","74.33","90","0","0","129.78","1007","96"
"Live Oak","15 Sep 2024","75.48","72.82","81.75","79.88","77.2","83.79","72.25","89","0.04","0.03","128.43","1008","96"
"Live Oak","16 Sep 2024","74.31","70","80.29","79.64","76.53","83.39","70.23","87","0.01","0.01","131.92","1009","96"
"Live Oak","17 Sep 2024","75.12","66.15","85.57","80.78","74.82","87.84","69.43","84","0","0","184.53","1008","96"
"Live Oak","18 Sep 2024","77","71.56","86","82.36","78.57","86.86","72.58","87","0.3","0.29","182.28","1007","96"
"Live Oak","19 Sep 2024","78.37","68.94","89.51","81.83","76.91","87.66","71.24","82","0","0","215.2","1006","96"
"Live Oak","20 Sep 2024","79.14","70.61","89.4","83.81","77.85","91.38","70.85","79","0","0","215.63","1006","96"
"Live Oak","21 Sep 2024","77.63","69.64","87.73","84.72","79.09","91.33","69.85","80","0","0","210.15","1008","96"
"Live Oak","22 Sep 2024","77.56","66.61","89.29","84.96","78.71","91.89","67.9","77","0","0","223.58","1008","96"
"Live Oak","23 Sep 2024","79.38","66.74","91.45","85.96","79.74","93.09","68.55","74","0","0","218.14","1008","96"
"Live Oak","24 Sep 2024","80.17","69.42","90.54","86.85","81.27","93","69.94","74","0","0","216.69","1008","96"
"Live Oak","25 Sep 2024","77.81","71.87","87.28","85.49","82.49","89.44","73.37","87","0.51","0.19","125.83","1006","96"
"Live Oak","26 Sep 2024","78.67","74.86","86.2","81.54","80.19","83.08","75.62","91","0.96","0.1","76.94","996","96"
"Live Oak","27 Sep 2024","78.86","73.06","83.82","79.97","77.94","82.74","70.49","77","0.87","0.3","203.89","996","96"
"Live Oak","28 Sep 2024","77.57","70.59","85.32","79.57","75.94","84.27","70.18","80","0","0","147.94","1006","96"
"Live Oak","29 Sep 2024","77.79","67.93","87.71","80.62","75","87.12","69.41","80","0","0","187.64","1007","96"
"Live Oak","30 Sep 2024","78.61","69.91","87.58","82.55","77.22","88.61","71.18","81","0","0","170.35","1008","96"
"Live Oak","1 Oct 2024","78.75","74.34","85.08","83.43","80.64","85.82","72.57","83","0.02","0.02","94.18","1008","96"
"Live Oak","2 Oct 2024","77.65","68.49","87.55","83.28","77.79","90.01","67.95","77","0","0","206.25","1007","96"
"Live Oak","3 Oct 2024","77.72","68.74","87.13","83.72","78.96","88.59","70.04","80","0.03","0.03","171.07","1010","96"
"Live Oak","4 Oct 2024","77.63","71.94","88","84.71","80.82","89.92","72.61","85","0","0","160.06","1012","96"
"Live Oak","5 Oct 2024","75.43","71.6","81.86","83.94","81.5","86.32","72.12","89","0","0","98.88","1011","96"
"Live Oak","6 Oct 2024","72.85","70.99","75.97","80.77","77.94","83.75","71.12","94","0.39","0.06","45.21","1009","96"
"Live Oak","7 Oct 2024","74.25","68.4","80.13","78.05","75.94","81.05","69.61","87","0.03","0.01","123.73","1006","96"
"Live Oak","8 Oct 2024","73.62","64.26","83.97","76.83","71.56","82.9","66.11","80","0","0","190.78","1004","96"
"Live Oak","9 Oct 2024","70.57","61.66","74.03","75.64","72.09","78.67","67.82","91","0.7","0.04","16.46","1004","96"
"Live Oak","10 Oct 2024","70.54","61.79","79.84","71.99","68.65","76.48","59.16","69","0.17","0.03","197.01","1005","96"
"Live Oak","11 Oct 2024","67.24","58.26","77","71.64","66.43","77.76","56.07","69","0","0","208.36","1014","96"
"Live Oak","12 Oct 2024","66.96","56.57","79.65","72.38","66.27","79.75","56.75","75","0","0","205.87","1014","96"
"Live Oak","13 Oct 2024","68.37","55.49","83.05","74","67.86","81.36","54.75","70","0","0","206.5","1013","96"
"Live Oak","14 Oct 2024","72.87","61.95","85.69","74.94","69.01","81.82","63.14","76","0","0","188.57","1011","96"
"Live Oak","15 Oct 2024","70.78","59.92","80.78","76.29","70.7","81.93","54.19","59","0","0","184.7","1011","96"
"Live Oak","16 Oct 2024","62.1","52.83","70.59","75.52","72.28","78.91","41.04","47","0","0","196.6","1014","96"
"Live Oak","17 Oct 2024","55.47","44.77","66.04","69.89","64.45","75.36","40.58","63","0","0","204.98","1018","96"
"Live Oak","18 Oct 2024","60.55","46.85","72.64","69.1","63.57","75.15","50.42","71","0","0","182.62","1021","96"
"Live Oak","19 Oct 2024","66.15","55.38","76.77","71.74","66.79","77.41","55.03","68","0","0","178.03","1021","96"
"Live Oak","20 Oct 2024","66.44","55.56","78.49","72.66","67.62","78.57","53.58","65","0","0","189.2","1019","96"
"Live Oak","21 Oct 2024","67.28","54.88","79.97","72.91","67.28","78.42","57.65","74","0","0","182.07","1016","96"
"Live Oak","22 Oct 2024","71.46","62.4","82.09","75.43","71.26","80.82","64.6","81","0","0","164.49","1015","96"
"Live Oak","23 Oct 2024","70.35","61.02","81.84","75.98","71.35","81.32","61.82","80","0","0","179.93","1013","96"
"Live Oak","24 Oct 2024","70.74","57.09","85.66","75.8","70.57","81.64","59.2","75","0","0","180.72","1012","96"
"Live Oak","25 Oct 2024","73.02","60.82","87.13","76.73","71.65","82.4","60.88","74","0","0","176.58","1015","96"
"Live Oak","26 Oct 2024","73.1","61.38","86.43","77.29","72.52","82.54","60.82","73","0","0","177.59","1017","96"
"Live Oak","27 Oct 2024","73.56","62.04","87.53","77.61","73.31","82.49","62.18","74","0","0","160.86","1016","96"
"Live Oak","28 Oct 2024","68.88","63.9","75.22","77.33","74.7","80.62","63.81","85","0","0","136.53","1018","96"
"Live Oak","29 Oct 2024","68.1","61.47","76.23","76.3","72.64","80.38","64.19","87","0","0","164.33","1019","96"
"Live Oak","30 Oct 2024","74.11","67.69","83.53","77.91","74.59","81.97","66.53","79","0","0","160.63","1019","96"
"Live Oak","31 Oct 2024","72.3","62.98","83.73","77.27","73.33","81.36","63.14","78","0","0","159.55","1017","96"
"Live Oak","1 Nov 2024","71.73","61.57","83.43","76.9","73.04","80.89","62.55","80","0","0","149.14","1016","96"
"Live Oak","2 Nov 2024","71.79","63.18","82.6","76.37","72.77","80.08","64.79","83","0","0","131.61","1016","96"
"Live Oak","3 Nov 2024","72.02","66.76","80.33","76.99","74.43","79.99","67.33","86","0","0","119.43","1015","96"
"Live Oak","4 Nov 2024","72.95","68.92","82.53","77.89","75.61","80.89","67.71","84","0","0","114.23","1014","96"
"Live Oak","5 Nov 2024","74.49","65.08","85.06","78.03","74.64","81.95","68.59","83","0.01","0.01","152.95","1012","96"
"Live Oak","6 Nov 2024","76.7","73.53","84.63","78.49","77.13","80.22","73.96","91","0.17","0.12","59.86","1011","96"
"Live Oak","7 Nov 2024","78.56","74.48","85.62","78.83","76.73","81.64","74.83","89","0.03","0.02","83.92","1011","96"
"Live Oak","8 Nov 2024","75.72","71.17","82.62","78.27","75.63","81.09","71.57","88","0","0","92.47","1011","96"
"Live Oak","9 Nov 2024","72.87","69.19","79.38","76.92","74.68","79.59","69.42","89","0","0","80.06","1013","96"
"Live Oak","10 Nov 2024","72.89","70.07","81.05","76.83","74.73","79.43","69.66","90","0","0","88.34","1012","96"
"Live Oak","11 Nov 2024","72.95","67.6","81.14","76.23","73.65","79.45","69.5","91","0","0","77.41","1009","96"
"Live Oak","12 Nov 2024","74.5","69.82","81.99","78.07","74.73","82.49","68.43","82","0","0","127.37","1010","96"
"Live Oak","13 Nov 2024","70.84","64.53","78.3","77.55","74.82","80.4","64.5","81","0","0","122.31","1014","96"
"Live Oak","14 Nov 2024","70.26","62.53","79.3","75.7","72.97","78.17","64.22","82","0","0","90.75","1009","96"
"Live Oak","15 Nov 2024","61.36","52.02","69.39","73.28","70.14","76.15","54.39","80","0","0","137.42","1009","96"
"Live Oak","16 Nov 2024","59.74","47.46","74.25","70.14","65.43","75.18","51.19","81","0","0","158.45","1012","96"
"Live Oak","17 Nov 2024","62.84","49.55","78.37","69.85","65.17","75","53.43","80","0","0","152.68","1014","96"
"Live Oak","18 Nov 2024","64.48","48.9","76.23","70.09","65.79","74.66","55.68","80","0.04","0.04","131.93","1012","96"
"Live Oak","19 Nov 2024","68.75","59.36","77.4","70.92","67.51","73.89","60.61","79","0.23","0.05","105.29","1008","96"
"Live Oak","20 Nov 2024","71.99","63.93","81.63","72.87","70.61","76.87","66.37","84","0.04","0.01","105","1004","96"
"Live Oak","21 Nov 2024","55.8","48.24","63.66","66.05","62.06","70.75","36.73","52","0","0","159.24","1009","96"
"Live Oak","22 Nov 2024","51.73","44.31","60.93","61.36","57.07","66.16","35.2","57","0","0","155.93","1009","96"
"Live Oak","23 Nov 2024","51.5","39.38","65.89","59.66","54.37","65.53","40.12","72","0","0","154.37","1013","96"
"Live Oak","24 Nov 2024","55.43","39.36","72.12","60.41","54.72","66.87","43.62","74","0","0","152.95","1015","96"
"Live Oak","25 Nov 2024","58.12","39.48","75.49","61.86","56.21","68.32","49.22","81","0","0","132.87","1017","96"
"Live Oak","26 Nov 2024","64.89","54.54","76.42","64.7","59.92","69.91","58.56","84","0","0","111.6","1014","96"
"Live Oak","27 Nov 2024","68.63","61.29","78.62","68.88","65.8","73.51","63.93","86","0","0","98.96","1010","96"
"Live Oak","28 Nov 2024","71.41","65.75","79.25","70.84","68.04","74.71","65.91","85","0","0","99.03","1008","96"
"Live Oak","29 Nov 2024","53.15","42.11","66.2","66.84","60.87","71.47","48.52","86","0.04","0.01","37.69","1013","96"
"Live Oak","30 Nov 2024","44.15","33.7","56.21","57.5","52.97","61.59","30.54","64","0.01","0.01","147.78","1018","96"
"Live Oak","1 Dec 2024","45.62","31.14","60.8","55.47","50.18","61.16","31.25","68","0","0","147.27","1018","96"
"Live Oak","2 Dec 2024","48.23","34.12","60.22","55.43","50.61","60.75","32.91","66","0","0","145.31","1020","96"
"Live Oak","3 Dec 2024","44.79","35.51","55.4","54.49","50.2","59.11","31.37","65","0","0","142.29","1024","96"
"Live Oak","4 Dec 2024","43.75","28.71","60.73","53.23","47.91","58.95","30.13","68","0","0","143.85","1022","96"
"Live Oak","5 Dec 2024","56.06","36.49","70.23","55.49","51.19","60.15","48.85","80","0","0","70.5","1015","96"
"Live Oak","6 Dec 2024","49.69","39","62.17","58.91","55.74","61.9","33.16","56","0.01","0.01","140.84","1018","96"
"Live Oak","7 Dec 2024","43.84","30.72","59.49","54.36","49.48","59.18","27.19","63","0","0","139.48","1021","96"
"Live Oak","8 Dec 2024","51.51","34.81","69.1","55.41","50.47","61","36.87","67","0","0","124.15","1018","96"
"Live Oak","9 Dec 2024","62.98","49.17","72.86","59.21","55.99","63.23","56.2","82","0","0","75.03","1014","96"
"Live Oak","10 Dec 2024","67.46","61.79","74.5","63.17","60.66","66.63","61.71","83","0","0","78.34","1011","96"
"Live Oak","11 Dec 2024","60.32","42.93","69.48","63.75","57","65.95","52.56","78","1.05","0.53","67.84","1011","96"
"Live Oak","12 Dec 2024","45.47","35.39","56.91","54.14","50.49","57.67","33.11","68","0","0","144.74","1024","96"
"Live Oak","13 Dec 2024","51.62","38.59","64.54","52.83","48.11","57.85","42.55","73","0","0","135.88","1026","96"
"Live Oak","14 Dec 2024","60.7","51.89","72.73","57.28","53.29","62.11","53.37","78","0","0","113.83","1024","96"
"Live Oak","15 Dec 2024","62.82","58.08","71.08","61.71","59.41","65.25","58.64","86","0","0","81.15","1022","96"
"Live Oak","16 Dec 2024","62.62","54.41","71.62","62.8","59.41","66.67","59.26","89","0","0","90.35","1019","96"
"Live Oak","17 Dec 2024","68.59","63.3","78.53","66.52","64.06","70.61","64.86","90","0","0","86.97","1018","96"
"Live Oak","18 Dec 2024","68.56","63.59","77.25","67.91","65.35","71.73","65.38","92","0","0","86.39","1016","96"
"Live Oak","19 Dec 2024","66.14","56.25","76.01","67.65","64.17","72.18","59.17","82","0","0","132.79","1014","96"
"Live Oak","20 Dec 2024","54.31","47.21","64.02","63.63","60.3","66.81","43.75","73","0","0","141.2","1013","96"
"Live Oak","21 Dec 2024","45.65","37.31","53.91","58.27","54.34","61.99","34.6","67","0","0","140.11","1016","96"
"Live Oak","22 Dec 2024","45.31","33.95","57.11","55.08","50.52","59.79","35.63","72","0","0","140.43","1020","96"
"Live Oak","23 Dec 2024","50.46","39.62","60.85","56.47","52.05","61.23","42.51","74","0","0","124.02","1022","96"
"Live Oak","24 Dec 2024","52.59","45.69","60.15","59.1","56.41","62.19","47.85","84","0","0","76.76","1019","96"
"Live Oak","25 Dec 2024","53.86","47.14","59.07","58.88","56.35","60.75","47.14","80","0","0","74.03","1017","96"
"Live Oak","26 Dec 2024","54.03","51.33","57.16","58.64","57.58","59.79","52.11","93","0.02","0.01","37.65","1016","96"
"Live Oak","27 Dec 2024","57.8","51.15","64.96","59.52","57.2","62.31","56.55","96","0","0","49.84","1015","96"
"Live Oak","28 Dec 2024","69.23","63.45","76.98","65.01","61.84","69.03","65.66","89","0.11","0.06","77.5","1013","96"
"Live Oak","29 Dec 2024","66.56","62.13","70.5","65.86","65.12","66.7","64.14","93","0.49","0.24","33.36","1009","96"
"Live Oak","30 Dec 2024","63.08","54.48","73.9","65.33","62.89","69.21","56.02","84","0.04","0.04","136.72","1008","96"
"Live Oak","31 Dec 2024","64.55","52.16","75.94","64.14","61.63","67.84","60.54","89","0.01","0.01","97.66","1006","96"
"Live Oak","1 Jan 2025","55.97","49.08","64.53","61.36","58.1","64.81","42.73","65","0","0","145.36","1014","96"
"Live Oak","2 Jan 2025","47.77","38.42","61","55.88","51.71","60.15","34.95","68","0","0","145.19","1020","96"
"Live Oak","3 Jan 2025","48.74","34.09","62.78","53.86","49.05","58.89","35.27","68","0","0","144.28","1019","96"
"Live Oak","4 Jan 2025","48.15","38.35","58.51","53.53","49.05","58.5","27.65","51","0","0","145.59","1021","96"
"Live Oak","5 Jan 2025","52.77","37.14","66.58","54.5","49.96","60.15","34.86","56","0","0","121.06","1017","96"
"Live Oak","6 Jan 2025","58.06","40.1","71.73","57.14","54.19","61.92","50","76","0.06","0.04","74.31","1007","96"
"Live Oak","7 Jan 2025","39.88","30.96","49.08","51.51","47.3","55.47","27.46","63","0","0","144.34","1017","96"
"Live Oak","8 Jan 2025","41.09","31.3","53.53","49.54","45.14","54.97","27.34","64","0","0","138.66","1018","96"
"Live Oak","9 Jan 2025","39.18","30.46","50.74","48.82","44.19","53.89","23.56","58","0","0","151.16","1017","96"
"Live Oak","10 Jan 2025","50.4","34.58","64.49","50.6","46.26","55.72","38.96","67","0.14","0.05","84.1","1010","96"
"Live Oak","11 Jan 2025","45.07","33.43","58.69","53.04","47.59","55.71","41.44","89","0.17","0.04","43.03","1008","96"
"Live Oak","12 Jan 2025","41.31","28.55","54.14","47.45","42.14","52.93","32.52","76","0","0","143.42","1014","96"
"Live Oak","13 Jan 2025","44.58","41.01","48.27","49.24","48.04","50.88","41.73","90","1.26","0.13","12.28","1015","96"
"Live Oak","14 Jan 2025","47.46","38.41","57.78","49.45","45.56","53.91","35.71","69","0.01","0.01","159.05","1020","96"
"Live Oak","15 Jan 2025","48.07","41.89","56.79","49.62","47.23","52.63","34.34","63","0","0","82.4","1023","96"
"Live Oak","16 Jan 2025","51.16","41.59","61.95","51.27","47.91","56.68","39.93","71","0.01","0.01","152.48","1019","96"
"Live Oak","17 Jan 2025","51.58","37.68","66.36","51.22","45.77","57.45","37.92","71","0","0","155.35","1015","96"
"Live Oak","18 Jan 2025","58.79","49.8","67.35","54.25","51.46","57.99","53.48","84","1.65","0.19","35.35","1008","96"
"Live Oak","19 Jan 2025","57.71","42.24","64.33","58.86","54.3","60.69","53.54","87","1.64","0.18","45.99","1008","96"
